Rhinella marina
Repipta annulipes
Rhinacloa insularis
Rhinacloa longirostris
Rhinacloa mella
Rhinacloa rubsecens
Rhinacloa usingeri
Rhizoecus insularis
Rhizoecus latus
Rhopalosiphum maidis
Rhopalosiphum rufiabdominale
Rutherfordia major
Saissetia coffeae
Saissetia miranda
Saissetia neglecta
Saldula galapagosa
Saldula galapagosana
Sanctanus discalis
Sanctatus discalis
Scaphoideus discalis
Scaphytopius aequinoctialis
Scaphytopius obliquus
Selenaspidis articulatus
Singhiella citrifolii
Sogatella kolophon
Stenocephalus insularis
Sthenaridea vulgaris
Syndelphax dissipatus
Tagalis seminigra
Taylorilygus apicalis
Taylorilygus pallidulus
Teleonemia prolixa
Tempyra biguttula
Thyanta setigera
Thyanta similis
Toxoptera citricida
Trichocorixa beebei
Trichocorixa reticulata
Trigonotylus lineatus
Trincavellius galapagoensis
Tytthus parviceps
Unaspis citri
Xestocephalus desertorum
Xylocoris sordidus
Xyonysius naso
Adelomyrmex myops
Anagyrus trinidadensis
Anthidium vigintiduopunctatum
Aphytis acutaspidis
Bephratelloides cubensis
Brachygastra lecheguana
Brachymeria cabira
Brachymeria funscolombei
Brachymyrmex heeri
Camponotus conspicuus zonatus
Camponotus macilentus
Camponotus planus
Cardiocondyla emeryi
Cardiocondyla minutior
Cardiocondyla nuda
Centrodora mireyae
Centrodora perkinsi
Cheiloneurus elegans
Coccophagus rusti
Conura femorata
Crematogaster curvispinosa
Cylindromyrmex whymperi
Cyphomyrmex nesiotus
Cyphomyrmex rimosus
Cyphomyrmex sp. nov. "hh04"
Diplazon laetatorius
Dorymyrmex pyramicus albemarlensis
Encarsia citrina
Encarsia diaspidicola
Encarsia pergandiella
Evania appendigaster
Hypoponera opaciceps
Hypoponera punctatissima
Leptogenys sp. nov. "hh03"
Macroteleia absona
Megachile timberlakei
Monomorium floricola
Nasonia vitripennis
Nylanderia steinheili
Odontomachus bauri
Odontomachus ruginodis
Odynerus galapagensis
Orasema costaricensis
Paratrechina longicornis
Paratrechina steinheili
Paratrechina vaga
Pheidole flavens
Pheidole williamsi
Polistes versicolor
Pteroptrix albifemur
Pyramica membranifera
Rogeria curvipubens
Sceliphron caementarium
Solenopsis geminata
Solenopsis globularia pacifica
Solenopsis gnoma
Spalangia cameroni
Spalangia drosophilae
Spalangia endius
Strumigenys emmae
Strumigenys louisianae
Tapinoma melanocephalum
Tetramorium bicarinatum
Tetramorium caldarium
Tetramorium lanuginosum
Tetramorium lucayanum
Tetramorium simillimum
Venturia canescens
Wasmannia auropunctata
Xylocopa darwini
Achyra eneanalis
Acrocercops serrigera galapagosensis
Acrolepiopsis jaspidata
Adaina scalesiae
Aetole galapagoensis
Agathodes designalis
Agathodes galapagensis
Agnippe omphalopa
Agraulis vanillae galapagensis
Agrius cingulata
Agrotis consternans
Agrotis ipsilon
Agrotisia williamsi
Amyna insularum
Anacampsis primigenia
Ancylostomia stercorea
Anicla infecta
Anicla oceanica
Anomis editrix
Anomis erosa
Anomis illita
Anomis luridula professorum
Anticarsia gemmatalis
Argyria lacteella
Argyrogramma verruca
Aristotelia naxia
Aristotelia sarcodes
Ascalapha odorata
Asciodes gordialis
Asciodes quietalis
Astrotischeria alcedoensis
Astrotischeria scalesiaella
Atteva hysginiella
Autoplusia egena galapagensis
Bactra philocherda
Bagisara repanda
Beebea guglielmi
Bipunctiphorus nigroapicalis
Blastobasis normalis
Bucculatrix cordiaella
Cadra cautella
Callopistria floridensis
Caloptilia cruzorum
Caloptilia dondavisi
Caloptilia galacotra
Calosima darwini
Calpodes ethlius
Catabenoides seorsa
Caudellia galapagosensis
Celiptera remigioides
Characoma nilotica
Cheverella galapagensis
Chionodes stefaniae
Cobubatha numa
Cocytius antaeus
Coleophora darwini
Compsolechia salebrosa
Condica concisa
Condica mobilis
Condica ruthae
Condica sutor
Coniostola isabelae
Coptarthria dasypyga
Corcyra cephalonica
Cosmopterix attenuatella
Cosmopterix galapagosensis
Cosmopterix madeleinae
Cosmopterix yvani
Crocidosema plebejana
Crocidosema synneurota
Cropia infusa
Cryptolectica lazaroi
Ctenoplusia oxygramma
Cyclophora impudens
Danaus gillippus thersippus
Danaus plexippus megalippe
Desmia mordor
Dialectica galapagosensis
Dialectica sanctaecrucis darwini
Diaphania galapagensis
Diaphania glauculalis
Diaphania hyalinata
Diaphania indica
Diaphania nitidalis
Diatraea saccharalis
Dichomeris acuminatus
Dichrorampha galapagana
Disclisioprocta stellata
Eccopsis floreana
Eccopsis galapagana
Elaphria encantada
Endothenia eidolon
Enyo lugubris delanoi
Ephysteris scimitarella
Ephysteris sporobolella
Ephysteris subdiminutella
Epidromia zephyritis
Epidromia zetophora
Epinotia lantana
Epinotia microscyphos
Epiplema becki
Episimus alcedanus
Episimus transferranus
Episimus utilis
Epitausa prona
Ercta vittata
Erechtias minuscula
Erinnyis alope dispersa
Erinnyis ello encantada
Erinnyis obscura conformis
Etiella zinckenella
Eublemma recta
Euchromius galapagosalis
Eumorpha fasciata tupaci
Eumorpha labruscae yupanquii
Eupithecia galapagosata
Eupithecia perryvriesi
Exelastis montischristi
Exelastis pumilio
Feltia williamsi
Fulrada carpasella
Fundella argentina
Galagete cinerea
Galagete consimilis
Galagete cristobalensis
Galagete darwini
Galagete gnathodoxa
Galagete griseonana
Galagete krameri
Galagete levequei
Galagete pecki flavofasciata
Galagete pecki pecki
Galagete protozona
Galagete seymourensis
Galagete turritella turritella
Galagete turritella españolaensis
Gonodonta biarmata evadens
Gonodonta fulvangula
Gonodonta pyrgo
Gonodonta sicheas
Haplochrois galapagosalis
Hedya brunneograpta
Heliocheilus cystiphora
Heliodines galapagoensis
Heliothis virescens
Hellinsia cristobalis
Hellinsia devriesi
Hellinsia nephogenes
Hellula galapagensis
Hellula phidilealis
Hemeroplanis toddi
Hemiargus ramon
Herpetogramma bipunctalis
Herpetogramma phaeopteralis
Holcocera gozmanyi
Hyles lineata
Hymenia perspectalis
Hypena fuliginea
Hypena lividalis
Hypena microfuliginea
Hypena minualis constans
Hypena vetustalis
Hypocala andremona
Hypsipyla grandella
Ithome volcanica
Lantanophaga minima
Lantanophaga pusillidactyla
Leptotes parrhasioides
Lepyrotica acantha
Lesmone formularis
Letis mycerina
Leucania cooperi
Leucania humidicola
Leucania subpuncta
Lineodes corinnae
Lineodes fontella
Lineodes integra
Macaria cruciata cruciata
Macaria cruciata isabelae
Macrorrhinia pinta
Magusa erema
Magusa orbifera
Manduca rustica galapagensis
Manduca sexta leucoptera
Marasmia trapezalis
Maruca vitrata
Megalorhipida leucodactyla
Megalota johni
Melipotis acontioides producta
Melipotis harrisoni
Melipotis indomita
Mesophleps adustipennis
Metalectra praecisalis
Metallata absumens contiguata
Microthyris anormalis
Mocis incurvalis
Mocis latipes
Mouralia tinctoides
Neogalea sunia longfieldae
Neoleucinodes elegantalis
Neoleucinodes galapagensis
Neurostrota brunnea
Neurostrota magnifica
Nicetiodes apianellus
Notioplusia illustrata
Ocrasa nostralis
Oecia oecophila
Oidaematophorus cristobalis
Omiodes indicata
Ommatochila mundula
Oryctometopia fossulatella
Oxydia lignata
Ozarba consternans
Paectes arcigera
Palpita flegia
Parapoynx fluctuosalis
Patania silicalis
Penestola bufalis
Peridroma saucia
Perigonia lusca
Periploca darwini
Periploca longipenis
Phereoeca allutella
Phidotricha erigens
Phoebis sennae marcellina
Phthorimaea absoluta
Phthorimaea perfidiosa
Phyllocnistis citrella
Pilocrocis ramentalis
Platynota colobota
Platyptilia vilema
Pleuroprucha insulsaria
Pleuroptya silicalis
Plusiodonta clavifera
Plutella xylostella
Ponometia exigua
Postplatyptilia huigraica
Powondrella cingillaria
Praeacedes atomosella
Prays galapagosella
Proteoteras atromacula
Psaphara conwayi
Psaphara interclusa
Psara chathamalis
Pseudaletia sequax
Pseudoplusia includens
Pseudopostega galapagosae
Psorya hadesia
Pyralis manihotalis
Pyrausta galapagensis
Pyrausta insolata
Pyrausta panopealis
Pyroderces rileyi
Rhectocraspeda periusalis
Rivula asteria
Salbia haemorrhoidalis
Samea castellalis
Samea ecclesialis
Samea inconspicuella
Scrobipalpula caustonae
Scrobipalpula densata
Scrobipalpula equatoriella
Scrobipalpula inornata
Semiothisa cerussata
Setomorpha rutella
Shafferiessa galapagoensis
Shafferiessa pumila
Sisyracera inabsconsalis
Sisyracera jacquelinae
Sitotroga cerealella
Sorygaza variata
Sphacelodes vulneraria
Spodoptera cosmioides
Spodoptera dolichos
Spodoptera eridania
Spodoptera frugiperda
Spodoptera roseae
Spoladea recurvalis
Spragueia creton
Spragueia margana
Stegasta francisci
Stegasta zygotoma
Stenoma catenifer
Stenoptilodes brevipennis
Stenoptilodes gielisi
Stenoptilodes juanfernandicus
Stilbosis schmitzi
Strepsicrates smithiana
Symmetrischema escondidella
Synclera jarbusalis
Syngamia florella
Taygete sphecophila
Tebenna galapagoensis
Terastia meticulosalis
Thyrinteina infans
Thyrinteina umbrosa
Thysania zenobia
Tota galdinella
Trachea cavagnaroi
Trichophaga mormopis
Triphosa affirmata
Tuta absoluta
Udea galapagensis
Udea sideralis
Unadilla maturella
Undulambia lindbladi
Untomia lunatella
Urbanus galapagensis
Utetheisa connerorum
Utetheisa devriesi
Utetheisa galapagensis
Utetheisa henrii
Utetheisa ornatrix
Utetheisa perryi
Vanessa carye
Vanessa virginiensis
Xylesthia pruniramiella
Xylophanes norfolki
Xylophanes pluto
Xylophanes tersa tersa
Zale obsita
Zeuctostyla vidrierata
Acantholichen galapagoensis
Acarospora americana
Acarospora chrysops
Acarospora sparsiuscula
Actinoplaca strigulacea
Actinoplaca vulgaris
Aderkomyces papilliferus
Agonimia opuntiella
Agonimia pacifica
Agonimia tristicula
Alyxoria ochrocheila
Alyxoria varia
Angiactis spinicola
Anisomeridium albisedum
Anisomeridium biforme
Anisomeridium leptospermum
Anisomeridium polypori
Anisomeridium subprostans
Anisomeridium tamarindi
Anisomeridium tuckerae
Arthonia cinnabarina
Arthonia follmanniana
Arthonia platygraphidea
Arthonia speciosa
Arthopyrenia cerasi
Arthopyrenia cinchonae
Arthothelium galapagoense
Aspidothelium cinerascens
Aspidothelium fugiens
Aspidothelium scutellicarpum
Asterothyrium rotuliforme
Astrothelium aeneum
Astrothelium degenerans
Astrothelium feei
Astrothelium nitidiusculum
Astrothelium phlyctaena
Astrothelium variolosum
Aulaxina opegraphina
Bacidia heterochroa
Bacidia insularis
Bacidina apiahica
Bacidina chloroticula
Bacidina delicata
Bacidina pallidocarnea
Bactrospora acicularis
Bactrospora denticulata
Bactrospora myriadea
Biatoropsis usnearum
Brigantiaea leucoxantha (sorediate form)
Brigantiaea leucoxantha s.str.
Bryonora granulata
Buellia coccinea
Buellia galapagona
Buellia halonia
Buellia lauricassiae
Buellia mamillana s.l.
Buellia oidalea
Buellia rufofuscescens
Buellia straminea
Buellia sulphurica
Buellia trachyspora
Bulbothrix bulbillosa
Bulbothrix laevigatula
Bulbothrix lyngei
Bulbothrix scortella
Bulbothrix subdissecta
Byssoloma discordans
Byssoloma leucoblepharum
Byssoloma minutissimum
Byssoloma subdiscordans
Byssoloma tricholomum
Calenia bullatinoides
Calenia lobulata
Calenia phyllogena
Calicium robustellum
Calopadia bonitensis
Calopadia cinereopruinosa
Calopadia editae
Calopadia foliicola
Calopadia fusca
Calopadia perpallida
Calopadia puiggarii
Calopadia subcoerulescens
Caloplaca aphanotripta
Caloplaca brouardii
Caloplaca camptidia
Caloplaca chlorina
Caloplaca cupulifera
Caloplaca diplacia
Caloplaca epiphora
Caloplaca floridana
Caloplaca isidiosa
Caloplaca phyllidizans
Caloplaca sideritis
Caloplaca wrightii
Candelaria pacifica
Candelariella corallizoides
Canoparmelia caroliniana
Canoparmelia cryptochlorophaea
Canoparmelia martinicana
Canoparmelia texana
Catillaria chalybeia var. chloropoliza
Catinaria atropurpurea
Celothelium dominicanum
Chaenotheca chloroxantha
Chaenothecopsis savonica s.l.
Chrysothrix galapagoana
Chrysothrix xanthina
Cladia aggregata
Cladonia aff. ramulosa
Cladonia aff. sphacelata
Cladonia arbuscula ssp. boliviana
Cladonia arcuata
Cladonia bungartzii
Cladonia cartilaginea
Cladonia ceratophylla
Cladonia chlorophaea
Cladonia confusa f. bicolor
Cladonia confusa f. confusa
Cladonia corniculata
Cladonia corymbites
Cladonia corymbosula
Cladonia dactylota
Cladonia didyma
Cladonia grayi
Cladonia macilenta
Cladonia nana
Cladonia polyscypha
Cladonia pulverulenta
Cladonia pyxidata
Cladonia scholanderi
Cladonia strepsilis
Cladonia subradiata
Cladonia subsquamosa
Coccocarpia delicatula
Coccocarpia domingensis
Coccocarpia erythroxyli
Coccocarpia filiformis
Coccocarpia palmicola
Coccocarpia pellita
Coccocarpia prostrata
Coenogonium flavum
Coenogonium geralense
Coenogonium interplexum
Coenogonium isidiosum
Coenogonium luteum
Coenogonium siquirrense
Coenogonium strigosum
Coenogonium subdentatum
Collema furfuraceum
Collema leptaleum
Collema pulcellum
Collema texanum
Collemopsidium sublitorale
Cora glabrata
Cresponea flava
Crocodia aurata
Cryptothecia darwiniana
Cryptothecia galapagoana
Cryptothecia striata
Cyphellostereum sp. 1
Dibaeis sorediata
Dictyographa arabica
Dictyonema galapagoense
Dictyonema pectinatum
Dictyonema sericeum
Dictyonema sericeum s.str.
Dimidiographa loandensis
Diorygma poitaei
Diploicia glebosa
Diploicia leproidica
Diploicia neotropica
Diploicia squamulosa
Diploschistes actinostomus
Diploschistes badius
Diploschistes cinereocaesius
Diploschistes euganeus
Diploschistes muscorum ssp. bartlettii
Diploschistes rampoddensis
Dirina approximata
Dirina pacifica
Dirinaria aegialita
Dirinaria applanata
Dirinaria confusa
Dirinaria consimilis
Dirinaria leopoldii
Dirinaria papillulifera
Dirinaria picta
Dyplolabia afzelii
Echinoplaca epiphylla
Echinoplaca leucotrichoides
Echinoplaca verrucifera
Endocarpon nigromarginatum
Endocarpon pallidulum
Endocarpon petrolepideum
Endocarpon pusillum
Enterographa anguinella
Enterographa pallidella
Enterographa subserialis
Erioderma mollissimum
Erioderma sorediatum
Eugeniella ortizii
Everniastrum vexans
Fellhanera encephalarti
Fellhanera fuscatula
Fellhanera parvula
Fellhanera rubida
Fellhanera stanhopeae
Fellhanera sublecanorina
Fissurina columbina
Fissurina comparilis
Fissurina dumastioides
Fissurina tectigera
Flakea papillata
Flavoparmelia leucoxantha
Glyphis cicatricosa
Glyphis scyphulifera
Gomphillus hyalinus
Graphis acharii
Graphis adpressa
Graphis anfractuosa
Graphis caesiella
Graphis cincta
Graphis cleistomma
Graphis conferta
Graphis crebra
Graphis dichotoma
Graphis disserpens
Graphis dupaxana
Graphis elongata
Graphis flavominiata
Graphis furcata
Graphis glaucescens
Graphis handelii
Graphis illinata
Graphis immersella
Graphis immersicans
Graphis intricata
Graphis leptoclada
Graphis leptospora
Graphis longula
Graphis modesta
Graphis oxyclada
Graphis paradisserpens
Graphis pedunculata
Graphis phaeospora
Graphis pinicola
Graphis platycarpa
Graphis rimulosa
Graphis subchrysocarpa
Graphis subintermedians
Graphis submarginata
Graphis tenella
Graphis vestitoides
Graphis xanthospora
Gyalectidium catenulatum
Gyalectidium eskuchei
Gyalectidium filicinum
Gyalectidium imperfectum
Gyalideopsis palmata
Gyalideopsis subaequatoriana
Gyalideopsis vulgaris
Haematomma persoonii
Helminthocarpon leprevostii
Heppia despreauxii
Herpothallon aff. confluenticum
Herpothallon echinatum
Herpothallon granulare
Herpothallon hyposticticum
Herpothallon rubrocinctum
Herpothallon rubroechinatum
Herpothallon saxorum
Heterocyphelium leucampyx
Heterodermia albicans
Heterodermia antillarum
Heterodermia appalachensis
Heterodermia circinalis
Heterodermia comosa
Heterodermia coralliphora
Heterodermia diademata
Heterodermia galactophylla
Heterodermia japonica
Heterodermia leucomela ssp. boryi
Heterodermia leucomela ssp. leucomela
Heterodermia obscurata
Heterodermia podocarpa
Heterodermia speciosa
Heterodermia squamulosa
Heterodermia verrucifera
Hyperphyscia adglutinata
Hyperphyscia pandani
Hypotrachyna costaricensis
Hypotrachyna exsplendens
Hypotrachyna isidiocera
Hypotrachyna microblasta
Hypotrachyna osseoalba
Hypotrachyna sanjosensis
Julella asema
Julella avicenniae
Julella geminella
Lecanactis abietina
Lecanactis epileuca
Lecanographa brattiae
Lecanographa hypothallina
Lecanographa laingiana
Lecanographa lyncea
Lecanographa microcarpella
Lecanographa subcaesioides
Lecanora avium
Lecanora caesiorubella
Lecanora floridula
Lecanora galactiniza
Lecanora legalloana
Lecanora leprosa
Lecanora oreinoides
Lecanora pseudopinguis
Lecanora schindleri
Lecanora strobilina
Lecanora subcrenulata
Lecanora subimmergens
Lecanora subimmersa ssp. ramboldii
Lecanora subimmersa ssp. subimmersa
Lecanora substrobilina
Lecanora sulfurescens
Lecanora tropica
Lecidella asema
Lecidopyrenopsis corticola
Leiorreuma sericeum
Lepraria achariana
Lepraria aff. incana
Lepraria finkii
Lepraria lendemeri
Lepraria tenella
Lepraria vouauxii
Leproplaca chrysodeta
Leptogium azureum
Leptogium cyanescens
Leptogium javanicum
Leptogium marginellum
Leptogium milligranum
Leptogium phyllocarpum
Leptogium punctulatum
Leptotrema wightii
Leucodecton occultum
Leucodecton subcompunctum
Lithothelium fluorescens
Lithothelium illotum
Lithothelium microsporum
Lobariella exornata
Megalaria bengalensis
Megalaria pulverea
Megalospora galapagoensis
Mycocalicium americanum
Mycomicrothelia subfallens
Mycomicrothelia thelena
Mycoporum compositum
Mycoporum eschweileri
Mycoporum sparsellum
Myriospora westbergii
Myriotrema myrioporum
Nigrovothelium tropicum
Normandina pulchella
Ochrolechia africana
Ochrolechia subpallescens
Opegrapha agelaeotera
Opegrapha astraea
Opegrapha cactacearum
Opegrapha diagrapha
Opegrapha difficilior
Opegrapha herbarum
Opegrapha melanospila
Opegrapha norstictica
Opegrapha trilocularis
Opegrapha trochodes
Opegrapha vulgata
Opegrapha xerica
Parapyrenis aurora
Parmeliella stylophora
Parmelinella wallichiana
Parmelinopsis horrescens
Parmelinopsis minarum
Parmelinopsis subfatiscens
Parmotrema aberrans
Parmotrema clavuliferum
Parmotrema conformatum
Parmotrema crinitum
Parmotrema cristiferum
Parmotrema dilatatum
Parmotrema dominicanum
Parmotrema eborinum
Parmotrema endosulphureum
Parmotrema erectociliatum
Parmotrema grayanum
Parmotrema internexum
Parmotrema latissimum
Parmotrema mellissii
Parmotrema praesorediosum
Parmotrema reticulatum
Parmotrema subisidiosum
Parmotrema tinctorum
Parmotrema ultralucens
Peltigera dolichorrhiza
Peltigera ulcerata
Peltula bolanderi
Peltula euploca
Peltula impressa
Peltula omphaliza
Peltula placodizans
Pertusaria albinea
Pertusaria albineoides
Pertusaria cerroazulensis
Pertusaria commutata
Pertusaria darwiniana
Pertusaria endochroma
Pertusaria endoxantha
Pertusaria erythrella
Pertusaria flavens
Pertusaria galapagoensis
Pertusaria leucosorodes
Pertusaria lueckingii
Pertusaria medullamarilla
Pertusaria nigrata
Pertusaria oahuensis
Pertusaria stictica
Pertusaria tejocotensis var. stictica
Pertusaria tetrathalamia
Pertusaria texana
Pertusaria thioisidiata var. isidiogyrophorica
Pertusaria thioisidiata var. thioisidiata
Pertusaria thiospoda
Pertusaria xanthodes
Pertusaria xanthoisidiata
Pertusaria xantholeucoides var. thamnolica
Phaeographis atromaculata
Phaeographis brasiliensis
Phaeographis decipiens
Phaeographis dendritica
Phaeographis fusca
Phaeographis intricans
Phaeographis leiogrammodes
Phaeographis lobata
Phaeographis major
Phaeographis punctiformis
